
DEPTH           POR        PORW       BULK       PORT       PORF       PERM         HF         PF         SW         SH       CALC         CL       PORX       PORH        RWA       RMFA
1949.0000      30.195     30.195      0.000     30.195     30.195   1237.650      0.716      4.970    100.000      0.000      0.000      0.000      0.000      0.000      0.209      0.547
1949.1250      30.486     30.486      0.000     30.486     30.486   1448.735      0.716      5.008    100.000      0.000      0.000      0.000      0.000      0.000      0.200      0.607
1949.2500      30.659     30.659      0.000     30.659     30.659   1591.177      0.716      5.046    100.000      0.000      0.000      0.000      0.000      0.000      0.192      0.644
1949.3750      30.774     30.774      0.000     30.774     30.774   1693.343      0.716      5.085    100.000      0.000      0.000      0.000      0.000      0.000      0.183      0.662
1949.5000      30.831     30.831      0.000     30.831     30.831   1746.792      0.716      5.123    100.000      0.000      0.000      0.000      0.000      0.000      0.175      0.662
1949.6250      30.945     30.945      0.000     30.945     30.945   1858.316      0.716      5.162    100.000      0.000      0.000      0.000      0.000      0.000      0.168      0.642
1949.7500      31.116     31.116      0.000     31.116     31.116   2038.249      0.716      5.201    100.000      0.000      0.000      0.000      0.000      0.000      0.167      0.603
1949.8750      31.285     31.285      0.000     31.285     31.285   2234.480      0.716      5.240    100.000      0.000      0.000      0.000      0.000      0.000      0.167      0.557
1950.0000      31.510     31.510      0.000     31.510     31.510   2523.882      0.716      5.279    100.000      0.000      0.000      0.000      0.000      0.000      0.174      0.524
1950.1250      31.844     31.844      0.000     31.844     31.844   3024.846      0.716      5.319    100.000      0.000      0.000      0.000      0.000      0.000      0.189      0.501
1950.2500      31.622     31.622      0.000     31.622     31.622   2681.430      0.716      5.359    100.000      0.000      0.000      0.000      0.000      0.000      0.195      0.470
1950.3750      30.455     30.455      0.000     30.455     30.455   1424.495      0.716      5.397    100.000      0.000      0.000      0.000      0.000      0.000      0.190      0.414
1950.5000      29.754     29.754      0.000     29.754     29.754    974.462      0.716      5.434    100.000      0.000      0.000      0.000      0.000      0.000      0.189      0.369
1950.6250      33.157     32.636      0.000     33.157     32.636   6161.843      0.716      5.475     98.429     10.412      0.000     10.412      0.260      0.260      0.228      0.429
1950.7500      35.939     32.789      0.000     35.939     32.789  27837.686      0.720      5.520     91.235     34.260      0.000     34.260      1.575      1.575      0.262      0.477
1950.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.520    100.000     64.675      0.000     64.675      0.000      0.000      0.318      0.492
1951.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.520    100.000     80.626      0.000     80.626      0.000      0.000      0.326      0.406
1951.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.521    100.000     92.544      0.000     92.544      0.000      0.000      0.319      0.313
1951.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.521    100.000     99.900      0.000     99.900      0.000      0.000      0.312      0.272
1951.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.521    100.000     99.900      0.000     99.900      0.000      0.000      0.309      0.248
1951.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.521    100.000     99.900      0.000     99.900      0.000      0.000      0.307      0.228
1951.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.521    100.000     99.900      0.000     99.900      0.000      0.000      0.305      0.215
1951.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.521    100.000     99.900      0.000     99.900      0.000      0.000      0.303      0.209
1951.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.521    100.000     99.900      0.000     99.900      0.000      0.000      0.302      0.203
1952.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.521    100.000     99.900      0.000     99.900      0.000      0.000      0.302      0.203
1952.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.522    100.000     99.900      0.000     99.900      0.000      0.000      0.306      0.193
1952.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.522    100.000     99.900      0.000     99.900      0.000      0.000      0.314      0.178
1952.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.522    100.000     99.900      0.000     99.900      0.000      0.000      0.322      0.166
1952.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.522    100.000     98.197      0.000     98.197      0.000      0.000      0.333      0.162
1952.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.522    100.000     94.171      0.000     94.171      0.000      0.000      0.343      0.171
1952.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.522    100.000     90.611      0.000     90.611      0.000      0.000      0.325      0.171
1952.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.522    100.000     87.548      0.000     87.548      0.000      0.000      0.308      0.168
1953.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.522    100.000     87.249      0.000     87.249      0.000      0.000      0.295      0.169
1953.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.523    100.000     90.066      0.000     90.066      0.000      0.000      0.288      0.180
1953.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.523    100.000     92.375      0.000     92.375      0.000      0.000      0.271      0.184
1953.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.523    100.000     93.249      0.000     93.249      0.000      0.000      0.279      0.210
1953.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.523    100.000     92.950      0.000     92.950      0.000      0.000      0.288      0.229
1953.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.523    100.000     92.735      0.000     92.735      0.000      0.000      0.293      0.242
1953.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.523    100.000     94.623      0.000     94.623      0.000      0.000      0.272      0.227
1953.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.523    100.000     96.582      0.000     96.582      0.000      0.000      0.252      0.203
1954.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.523    100.000     99.900      0.000     99.900      0.000      0.000      0.241      0.183
1954.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.524    100.000     99.900      0.000     99.900      0.000      0.000      0.262      0.190
1954.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.524    100.000     99.900      0.000     99.900      0.000      0.000      0.264      0.191
1954.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.524    100.000     99.900      0.000     99.900      0.000      0.000      0.279      0.203
1954.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.524    100.000     99.900      0.000     99.900      0.000      0.000      0.296      0.197
1954.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.524    100.000     99.900      0.000     99.900      0.000      0.000      0.313      0.194
1954.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.524    100.000     99.900      0.000     99.900      0.000      0.000      0.312      0.182
1954.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.524    100.000     99.900      0.000     99.900      0.000      0.000      0.313      0.173
1955.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.524    100.000     99.900      0.000     99.900      0.000      0.000      0.315      0.168
1955.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.525    100.000     99.900      0.000     99.900      0.000      0.000      0.320      0.172
1955.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.525    100.000     99.900      0.000     99.900      0.000      0.000      0.325      0.177
1955.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.525    100.000     99.900      0.000     99.900      0.000      0.000      0.331      0.187
1955.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.525    100.000     99.900      0.000     99.900      0.000      0.000      0.337      0.184
1955.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.525    100.000     99.900      0.000     99.900      0.000      0.000      0.331      0.172
1955.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.525    100.000     99.900      0.000     99.900      0.000      0.000      0.336      0.169
1955.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.525    100.000     99.900      0.000     99.900      0.000      0.000      0.325      0.168
1956.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.525    100.000     99.900      0.000     99.900      0.000      0.000      0.300      0.161
1956.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.526    100.000     99.900      0.000     99.900      0.000      0.000      0.271      0.148
1956.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.526    100.000     99.900      0.000     99.900      0.000      0.000      0.250      0.139
1956.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.526    100.000     99.900      0.000     99.900      0.000      0.000      0.232      0.138
1956.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.526    100.000     99.900      0.000     99.900      0.000      0.000      0.220      0.135
1956.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.526    100.000     99.900      0.000     99.900      0.000      0.000      0.222      0.143
1956.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.526    100.000     98.227      0.000     98.227      0.000      0.000      0.230      0.153
1956.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.526    100.000     98.227      0.000     98.227      0.000      0.000      0.252      0.169
1957.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.526    100.000     96.723      0.000     96.723      0.000      0.000      0.271      0.184
1957.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.527    100.000     92.628      0.000     92.628      0.000      0.000      0.263      0.188
1957.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.527    100.000     84.766      0.000     84.766      0.000      0.000      0.239      0.183
1957.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.527    100.000     74.915      0.000     74.915      0.000      0.000      0.215      0.179
1957.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.527    100.000     67.615      0.000     67.615      0.000      0.000      0.191      0.174
1957.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.527    100.000     67.387      0.000     67.387      0.000      0.000      0.248      0.234
1957.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.527    100.000     77.059      0.000     77.059      0.000      0.000      0.310      0.294
1957.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.527    100.000     84.156      0.000     84.156      0.000      0.000      0.362      0.316
1958.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.527    100.000     92.313      0.000     92.313      0.000      0.000      0.360      0.274
1958.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.528    100.000     99.002      0.000     99.002      0.000      0.000      0.352      0.221
1958.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.528    100.000     99.900      0.000     99.900      0.000      0.000      0.365      0.206
1958.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.528    100.000     99.900      0.000     99.900      0.000      0.000      0.371      0.198
1958.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.528    100.000     99.900      0.000     99.900      0.000      0.000      0.381      0.216
1958.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.528    100.000     99.900      0.000     99.900      0.000      0.000      0.340      0.212
1958.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.528    100.000     99.789      0.000     99.789      0.000      0.000      0.291      0.189
1958.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.528    100.000     97.010      0.000     97.010      0.000      0.000      0.215      0.145
1959.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.528    100.000     95.320      0.000     95.320      0.000      0.000      0.257      0.182
1959.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.529    100.000     94.986      0.000     94.986      0.000      0.000      0.325      0.237
1959.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.529    100.000     92.493      0.000     92.493      0.000      0.000      0.361      0.267
1959.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.529    100.000     88.380      0.000     88.380      0.000      0.000      0.302      0.248
1959.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.529    100.000     84.228      0.000     84.228      0.000      0.000      0.301      0.267
1959.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.529    100.000     86.506      0.000     86.506      0.000      0.000      0.284      0.248
1959.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.529    100.000     93.578      0.000     93.578      0.000      0.000      0.302      0.258
1959.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.720      5.529    100.000     98.793      0.000     98.793      0.000      0.000      0.317      0.261
